protein_id,symbol,description,entrez_id,ensembl,subcell_loc,passed_filter,protein_cluster,median_npeptides_quantification,prop_samples_expr
P42338,PIK3CB,"RecName: Full=Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform; Short=PI3-kinase subunit beta; Short=PI3K-beta; Short=PI3Kbeta; Short=PtdIns-3-kinase subunit beta; EC=2.7.1.153; AltName: Full=Phosphatidylinositol 4,5-bisp",5291,ENSG00000051382,Cytoplasm,FALSE,NA,1,0.47619047619047616
O00329,PIK3CD,"RecName: Full=Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform; Short=PI3-kinase subunit delta; Short=PI3K-delta; Short=PI3Kdelta; Short=PtdIns-3-kinase subunit delta; EC=2.7.1.153; AltName: Full=Phosphatidylinositol 4,5",5293,ENSG00000171608,Cytoplasm,FALSE,NA,1,0.031746031746031744
Q5SR53,PIK3CD-AS1,Putative uncharacterized protein PIK3CD-AS1,NA,NA,NA,FALSE,NA,1,0.031746031746031744
P48736,PIK3CG,"RecName: Full=Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform; Short=PI3-kinase subunit gamma; Short=PI3K-gamma; Short=PI3Kgamma; Short=PtdIns-3-kinase subunit gamma; EC=2.7.1.153; AltName: Full=Phosphatidylinositol 4,5",5294,ENSG00000105851,Cytoplasm,FALSE,NA,1,0
Q96FE7,PIK3IP1,RecName: Full=Phosphoinositide-3-kinase-interacting protein 1; AltName: Full=Kringle domain-containing protein HGFL; Flags: Precursor,113791,ENSG00000100100,Cell membrane,FALSE,NA,1,0
P27986,PIK3R1,RecName: Full=Phosphatidylinositol 3-kinase regulatory subunit alpha; Short=PI3-kinase regulatory subunit alpha; Short=PI3K regulatory subunit alpha; Short=PtdIns-3-kinase regulatory subunit alpha; AltName: Full=Phosphatidylinositol 3-kinase 85 kDa r,5295,ENSG00000145675,NA,FALSE,NA,3,0.8412698412698413
O00459,PIK3R2,RecName: Full=Phosphatidylinositol 3-kinase regulatory subunit beta; Short=PI3-kinase regulatory subunit beta; Short=PI3K regulatory subunit beta; Short=PtdIns-3-kinase regulatory subunit beta; AltName: Full=Phosphatidylinositol 3-kinase 85 kDa regul,5296,ENSG00000105647,NA,FALSE,NA,2,0.8253968253968254
Q99570,PIK3R4,RecName: Full=Phosphoinositide 3-kinase regulatory subunit 4; Short=PI3-kinase regulatory subunit 4; EC=2.7.11.1; AltName: Full=PI3-kinase p150 subunit; AltName: Full=Phosphoinositide 3-kinase adaptor protein,30849,ENSG00000196455,Late endosome,TRUE,4,6,0.9841269841269841
Q8WYR1,PIK3R5,Phosphoinositide 3-kinase regulatory subunit 5,23533,ENSG00000141506,Nucleus,FALSE,NA,2,0
Q5UE93,PIK3R6,Phosphoinositide 3-kinase regulatory subunit 6,146850,ENSG00000276231,Cytoplasm,FALSE,NA,1,0.015873015873015872
Q9Y2I7,PIKFYVE,RecName: Full=1-phosphatidylinositol 3-phosphate 5-kinase; Short=Phosphatidylinositol 3-phosphate 5-kinase; EC=2.7.1.150; AltName: Full=FYVE finger-containing phosphoinositide kinase; AltName: Full=PIKfyve; AltName: Full=Phosphatidylinositol 3-phosph,200576,ENSG00000115020,Endosome membrane,FALSE,NA,1,0.09523809523809523
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha,29992,ENSG00000085514,Cell membrane,FALSE,NA,1,0
P11309,PIM1,Serine/threonine-protein kinase pim-1,5292,ENSG00000137193,Cytoplasm,FALSE,NA,1,0.047619047619047616
Q86V86,PIM3,Serine/threonine-protein kinase pim-3,415116,ENSG00000198355,Cytoplasm,FALSE,NA,1,0
Q9BSJ6,PIMREG,Protein FAM64A,54478,ENSG00000129195,Nucleus,FALSE,NA,1,0.031746031746031744
Q13526,PIN1,RecName: Full=Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1; EC=5.2.1.8; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin1; Short=PPIase Pin1; AltName: Full=Rotamase Pin1,5300,ENSG00000127445,Nucleus,TRUE,7,16,1
Q9Y237,PIN4,RecName: Full=Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4; EC=5.2.1.8; AltName: Full=Parvulin-14; Short=Par14; Short=hPar14; AltName: Full=Parvulin-17; Short=Par17; Short=hPar17; AltName: Full=Peptidyl-prolyl cis-trans isomerase Pin4; Shor,5303,ENSG00000102309,"Nucleus, nucleolus",TRUE,5,5,1
Q9BXM7,PINK1,"RecName: Full=Serine/threonine-protein kinase PINK1, mitochondrial; EC=2.7.11.1; AltName: Full=BRPK; AltName: Full=PTEN-induced putative kinase protein 1; Flags: Precursor",65018,NA,Mitochondrion outer membrane,FALSE,NA,1,0.031746031746031744
Q96BK5,PINX1,PIN2/TERF1-interacting telomerase inhibitor 1,54984,ENSG00000254093,Nucleus,FALSE,NA,1,0.3333333333333333
P12273,PIP,Prolactin-inducible protein,5304,ENSG00000159763,Secreted,FALSE,NA,7,0
P48426,PIP4K2A,RecName: Full=Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha; EC=2.7.1.149; AltName: Full=1-phosphatidylinositol 5-phosphate 4-kinase 2-alpha; AltName: Full=Diphosphoinositide kinase 2-alpha; AltName: Full=PIP5KIII; AltName: Full=Phosphatidyl,5305,ENSG00000150867,Cell membrane,TRUE,4,3,0.9365079365079365
P78356,PIP4K2B,RecName: Full=Phosphatidylinositol 5-phosphate 4-kinase type-2 beta; EC=2.7.1.149; AltName: Full=1-phosphatidylinositol 5-phosphate 4-kinase 2-beta; AltName: Full=Diphosphoinositide kinase 2-beta; AltName: Full=Phosphatidylinositol 5-phosphate 4-kina,8396,ENSG00000277292,Endoplasmic reticulum membrane,FALSE,NA,1,0.2698412698412698
Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma,79837,ENSG00000166908,Cytoplasm,TRUE,6,11,1
Q8N4L2,PIP4P2,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",55529,ENSG00000155099,Late endosome membrane,FALSE,NA,1,0.25396825396825395
Q99755,PIP5K1A,RecName: Full=Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha; Short=PIP5K1-alpha; Short=PtdIns(4)P-5-kinase 1 alpha; EC=2.7.1.68; AltName: Full=68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha; AltName: Full=Phosphatidylinositol,8394,ENSG00000143398,Cell membrane,FALSE,NA,1,0.5079365079365079
O60331,PIP5K1C,RecName: Full=Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma; Short=PIP5K1-gamma; Short=PtdIns(4)P-5-kinase 1 gamma; EC=2.7.1.68; AltName: Full=Phosphatidylinositol 4-phosphate 5-kinase type I gamma; Short=PIP5KIgamma,23396,ENSG00000186111,Cell membrane,FALSE,NA,1,0.38095238095238093
O00625,PIR,"RecName: Full=Pirin; EC=1.13.11.24; AltName: Full=Probable quercetin 2,3-dioxygenase PIR; Short=Probable quercetinase",8544,ENSG00000087842,Nucleus,TRUE,5,21,1
Q9UG56,PISD,RecName: Full=Phosphatidylserine decarboxylase proenzyme; EC=4.1.1.65; Contains: RecName: Full=Phosphatidylserine decarboxylase alpha chain; Contains: RecName: Full=Phosphatidylserine decarboxylase beta chain,23761,ENSG00000241878,Mitochondrion inner membrane,FALSE,NA,1,0.5873015873015873
Q9GZP4,PITHD1,RecName: Full=PITH domain-containing protein 1,57095,ENSG00000057757,Cytoplasm,TRUE,1,6,1
Q00169,PITPNA,RecName: Full=Phosphatidylinositol transfer protein alpha isoform; Short=PI-TP-alpha; Short=PtdIns transfer protein alpha; Short=PtdInsTP alpha,5306,ENSG00000174238,Cytoplasm,TRUE,1,6,0.9682539682539683
P48739,PITPNB,RecName: Full=Phosphatidylinositol transfer protein beta isoform; Short=PI-TP-beta; Short=PtdIns transfer protein beta; Short=PtdInsTP beta,23760,ENSG00000180957,Cytoplasm,TRUE,7,25,1
Q9UKF7,PITPNC1,Cytoplasmic phosphatidylinositol transfer protein 1,26207,ENSG00000154217,Cytoplasm,FALSE,NA,1,0.5873015873015873
O00562,PITPNM1,"RecName: Full=Membrane-associated phosphatidylinositol transfer protein 1; AltName: Full=Drosophila retinal degeneration B homolog; AltName: Full=Phosphatidylinositol transfer protein, membrane-associated 1; Short=PITPnm 1; AltName: Full=Pyk2 N-termi",9600,ENSG00000110697,Cytoplasm,FALSE,NA,4,0.8412698412698413
Q9BZ72,PITPNM2,Membrane-associated phosphatidylinositol transfer protein 2,57605,ENSG00000090975,Endomembrane system,FALSE,NA,1,0.047619047619047616
Q5JRX3,PITRM1,"RecName: Full=Presequence protease, mitochondrial; Short=hPreP; EC=3.4.24.-; AltName: Full=Pitrilysin metalloproteinase 1; Short=Metalloprotease 1; Short=hMP1; Flags: Precursor",10531,ENSG00000107959,Mitochondrion matrix,TRUE,2,30,1
Q96J94,PIWIL1,Piwi-like protein 1,9271,ENSG00000125207,Cytoplasm,FALSE,NA,1,0.047619047619047616
Q8TC59,PIWIL2,Piwi-like protein 2,55124,ENSG00000197181,Cytoplasm,FALSE,NA,1,0
Q7Z3Z3,PIWIL3,Piwi-like protein 3,440822,ENSG00000184571,Cytoplasm,FALSE,NA,1,0.07936507936507936
Q7Z3Z4,PIWIL4,Piwi-like protein 4,143689,ENSG00000134627,Nucleus,FALSE,NA,1,0
Q8NG27,PJA1,RecName: Full=E3 ubiquitin-protein ligase Praja-1; Short=Praja1; EC=6.3.2.-; AltName: Full=RING finger protein 70,64219,ENSG00000181191,NA,FALSE,NA,1,0
O43164,PJA2,RecName: Full=E3 ubiquitin-protein ligase Praja-2; Short=Praja2; EC=6.3.2.-; AltName: Full=RING finger protein 131,9867,ENSG00000198961,Cytoplasm,FALSE,NA,1,0.42857142857142855
P98161,PKD1,Polycystin-1,5310,ENSG00000008710,Cell membrane,FALSE,NA,1,0.031746031746031744
Q8TDX9,PKD1L1,Polycystic kidney disease protein 1-like 1,168507,ENSG00000158683,"Cell projection, cilium membrane",FALSE,NA,1,0.09523809523809523
Q7Z442,PKD1L2,Polycystic kidney disease protein 1-like 2,114780,ENSG00000166473,Membrane,FALSE,NA,1,0
Q7Z443,PKD1L3,RecName: Full=Polycystic kidney disease protein 1-like 3; AltName: Full=PC1-like 3 protein; AltName: Full=Polycystin-1L3; Flags: Precursor,342372,ENSG00000277481,Cell membrane,FALSE,NA,1,0.031746031746031744
Q13563,PKD2,RecName: Full=Polycystin-2; AltName: Full=Autosomal dominant polycystic kidney disease type II protein; AltName: Full=Polycystic kidney disease 2 protein; AltName: Full=Polycystwin; AltName: Full=R48321,5311,ENSG00000118762,"Cell projection, cilium membrane",FALSE,NA,1,0.14285714285714285
Q9P0L9,PKD2L1,Polycystic kidney disease 2-like 1 protein,9033,ENSG00000107593,"Cell projection, cilium membrane",FALSE,NA,1,0.015873015873015872
Q9NZM6,PKD2L2,Polycystic kidney disease 2-like 2 protein,27039,ENSG00000078795,Membrane,FALSE,NA,1,0
Q9NTG1,PKDREJ,Polycystic kidney disease and receptor for egg jelly-related protein,10343,ENSG00000130943,Membrane,FALSE,NA,1,0.015873015873015872
P08F94,PKHD1,RecName: Full=Fibrocystin; AltName: Full=Polycystic kidney and hepatic disease 1 protein; AltName: Full=Polyductin; AltName: Full=Tigmin; Flags: Precursor,5314,ENSG00000170927,Cell membrane,FALSE,NA,1,0.015873015873015872
Q86WI1,PKHD1L1,Fibrocystin-L,93035,ENSG00000205038,Membrane,FALSE,NA,1,0.015873015873015872
P61925,PKIA,cAMP-dependent protein kinase inhibitor alpha,5569,ENSG00000171033,NA,FALSE,NA,1,0.06349206349206349
Q9C010,PKIB,cAMP-dependent protein kinase inhibitor beta,5570,ENSG00000135549,NA,FALSE,NA,1,0.15873015873015872
Q9Y2B9,PKIG,cAMP-dependent protein kinase inhibitor gamma,11142,ENSG00000168734,NA,FALSE,NA,1,0.23809523809523808
P30613,PKLR,Pyruvate kinase PKLR,5313,ENSG00000143627,NA,FALSE,NA,2.5,0.7619047619047619
P14618,PKM,Pyruvate kinase PKM,5315,ENSG00000067225,Cytoplasm,TRUE,8,391,1
Q99640,PKMYT1,RecName: Full=Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase; EC=2.7.11.1; AltName: Full=Myt1 kinase,9088,ENSG00000127564,Endoplasmic reticulum membrane,FALSE,NA,1,0.15873015873015872
Q16512,PKN1,RecName: Full=Serine/threonine-protein kinase N1; EC=2.7.11.13; AltName: Full=Protease-activated kinase 1; Short=PAK-1; AltName: Full=Protein kinase C-like 1; AltName: Full=Protein kinase C-like PKN; AltName: Full=Protein kinase PKN-alpha; AltName: F,5585,ENSG00000123143,Cytoplasm,TRUE,4,5,0.9841269841269841
Q16513,PKN2,RecName: Full=Serine/threonine-protein kinase N2; EC=2.7.11.13; AltName: Full=PKN gamma; AltName: Full=Protein kinase C-like 2; AltName: Full=Protein-kinase C-related kinase 2,5586,ENSG00000065243,Cytoplasm,TRUE,6,19,1
Q6P5Z2,PKN3,RecName: Full=Serine/threonine-protein kinase N3; EC=2.7.11.13; AltName: Full=Protein kinase PKN-beta; AltName: Full=Protein-kinase C-related kinase 3,29941,ENSG00000160447,Nucleus,FALSE,NA,1,0.047619047619047616
P55347,PKNOX1,RecName: Full=Homeobox protein PKNOX1; AltName: Full=Homeobox protein PREP-1; AltName: Full=PBX/knotted homeobox 1,5316,ENSG00000160199,Nucleus,FALSE,NA,1,0.4126984126984127
Q13835,PKP1,RecName: Full=Plakophilin-1; AltName: Full=Band 6 protein; Short=B6P,5317,ENSG00000081277,Nucleus,TRUE,4,8,0.8253968253968254
Q99959,PKP2,RecName: Full=Plakophilin-2,5318,ENSG00000057294,Nucleus,TRUE,3,13,0.9682539682539683
Q9Y446,PKP3,RecName: Full=Plakophilin-3,11187,ENSG00000184363,Nucleus,TRUE,8,32,1
Q99569,PKP4,RecName: Full=Plakophilin-4; AltName: Full=p0071,8502,ENSG00000144283,"Cell junction, desmosome",FALSE,NA,2,0.6666666666666666
Q53H76,PLA1A,Phospholipase A1 member A,51365,ENSG00000144837,Secreted,FALSE,NA,1,0.015873015873015872
Q9BZM1,PLA2G12A,RecName: Full=Group XIIA secretory phospholipase A2; Short=GXII sPLA2; Short=sPLA2-XII; EC=3.1.1.4; AltName: Full=Phosphatidylcholine 2-acylhydrolase 12A; Flags: Precursor,81579,ENSG00000123739,Secreted,FALSE,NA,1,0.38095238095238093
Q9BX93,PLA2G12B,RecName: Full=Group XIIB secretory phospholipase A2-like protein; AltName: Full=Group XIII secretory phospholipase A2-like protein; Short=GXIII sPLA2-like; AltName: Full=sPLA2-GXIIB; Short=GXIIB; Flags: Precursor,84647,ENSG00000138308,Secreted,FALSE,NA,1,0
Q8NCC3,PLA2G15,RecName: Full=Group XV phospholipase A2; EC=2.3.1.-; AltName: Full=1-O-acylceramide synthase; Short=ACS; AltName: Full=LCAT-like lysophospholipase; Short=LLPL; AltName: Full=Lysophospholipase 3; AltName: Full=Lysosomal phospholipase A2; Short=LPLA2;,23659,ENSG00000103066,Lysosome,FALSE,NA,1,0.3968253968253968
P53816,PLA2G16,HRAS-like suppressor 3,11145,ENSG00000176485,Cell membrane,FALSE,NA,1,0.031746031746031744
P14555,PLA2G2A,"Phospholipase A2, membrane associated",5320,ENSG00000188257,Secreted,FALSE,NA,2,0.06349206349206349
Q9UNK4,PLA2G2D,Group IID secretory phospholipase A2,26279,ENSG00000117215,Secreted,FALSE,NA,1,0
Q9BZM2,PLA2G2F,Group IIF secretory phospholipase A2,64600,ENSG00000158786,Secreted,FALSE,NA,1,0
Q9NZ20,PLA2G3,Group 3 secretory phospholipase A2,50487,ENSG00000100078,Secreted,FALSE,NA,1,0.015873015873015872
P47712,PLA2G4A,RecName: Full=Cytosolic phospholipase A2; Short=cPLA2; AltName: Full=Phospholipase A2 group IVA; Includes: RecName: Full=Phospholipase A2; EC=3.1.1.4; AltName: Full=Phosphatidylcholine 2-acylhydrolase; Includes: RecName: Full=Lysophospholipase; EC=3.,5321,ENSG00000116711,Cytoplasm,FALSE,NA,2,0.7301587301587301
P0C869,PLA2G4B,RecName: Full=Cytosolic phospholipase A2 beta; Short=cPLA2-beta; EC=3.1.1.4; AltName: Full=Phospholipase A2 group IVB,100137049,ENSG00000243708,"Cytoplasm, cytosol",FALSE,NA,1,0.015873015873015872
Q9UP65,PLA2G4C,Cytosolic phospholipase A2 gamma,8605,ENSG00000105499,Membrane,FALSE,NA,1,0.015873015873015872
Q86XP0,PLA2G4D,Cytosolic phospholipase A2 delta,283748,ENSG00000159337,"Cytoplasm, cytosol",FALSE,NA,1,0
Q3MJ16,PLA2G4E,RecName: Full=Cytosolic phospholipase A2 epsilon {ECO:0000305}; Short=cPLA2-epsilon {ECO:0000305}; EC=3.1.1.4; AltName: Full=Phospholipase A2 group IVE,123745,ENSG00000188089,"Cytoplasm, cytosol",FALSE,NA,1,0.015873015873015872
Q68DD2,PLA2G4F,Cytosolic phospholipase A2 zeta,255189,ENSG00000168907,"Cytoplasm, cytosol",FALSE,NA,1,0.09523809523809523
O60733,PLA2G6,85/88 kDa calcium-independent phospholipase A2,8398,ENSG00000184381,Cytoplasm,FALSE,NA,1,0.031746031746031744
Q13093,PLA2G7,RecName: Full=Platelet-activating factor acetylhydrolase; Short=PAF acetylhydrolase; EC=3.1.1.47; AltName: Full=1-alkyl-2-acetylglycerophosphocholine esterase; AltName: Full=2-acetyl-1-alkylglycerophosphocholine esterase; AltName: Full=Group-VIIA pho,7941,ENSG00000146070,"Secreted, extracellular space",FALSE,NA,1,0.06349206349206349
Q13018,PLA2R1,RecName: Full=Secretory phospholipase A2 receptor; Short=PLA2-R; Short=PLA2R; AltName: Full=180 kDa secretory phospholipase A2 receptor; AltName: Full=C-type lectin domain family 13 member C; AltName: Full=M-type receptor; Contains: RecName: Full=Sol,22925,ENSG00000153246,Cell membrane,FALSE,NA,1,0
Q9Y263,PLAA,RecName: Full=Phospholipase A-2-activating protein; Short=PLA2P; Short=PLAP,9373,ENSG00000137055,Nucleus,TRUE,2,21,1
Q9HBJ0,PLAC1,Placenta-specific protein 1,10761,ENSG00000170965,Secreted,FALSE,NA,1,0
Q5JTB6,PLAC9,Placenta-specific protein 9,219348,ENSG00000189129,Secreted,FALSE,NA,1,0
P00750,PLAT,RecName: Full=Tissue-type plasminogen activator; Short=t-PA; Short=t-plasminogen activator; Short=tPA; EC=3.4.21.68; AltName: INN=Alteplase; AltName: INN=Reteplase; Contains: RecName: Full=Tissue-type plasminogen activator chain A; Contains: RecName:,5327,ENSG00000104368,"Secreted, extracellular space",FALSE,NA,2,0.3492063492063492
P00749,PLAU,RecName: Full=Urokinase-type plasminogen activator; Short=U-plasminogen activator; Short=uPA; EC=3.4.21.73; Contains: RecName: Full=Urokinase-type plasminogen activator long chain A; Contains: RecName: Full=Urokinase-type plasminogen activator short,5328,ENSG00000122861,Secreted,FALSE,NA,2,0.5396825396825397
Q03405,PLAUR,RecName: Full=Urokinase plasminogen activator surface receptor; Short=U-PAR; Short=uPAR; AltName: Full=Monocyte activation antigen Mo3; AltName: CD_antigen=CD87; Flags: Precursor,5329,ENSG00000011422,Cell membrane,FALSE,NA,3,0.7936507936507936
Q6P1J6,PLB1,"Phospholipase B1, membrane-associated",151056,ENSG00000163803,Apical cell membrane,FALSE,NA,1,0.031746031746031744
Q6P4A8,PLBD1,Phospholipase B-like 1,79887,ENSG00000121316,Lysosome,FALSE,NA,3,0.8571428571428571
Q8NHP8,PLBD2,RecName: Full=Putative phospholipase B-like 2; EC=3.1.1.-; AltName: Full=76 kDa protein; Short=p76; AltName: Full=LAMA-like protein 2; AltName: Full=Lamina ancestor homolog 2; AltName: Full=Phospholipase B domain-containing protein 2; Contains: RecNa,196463,ENSG00000151176,Lysosome lumen,TRUE,7,6,1
Q9NQ66,PLCB1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1",23236,ENSG00000182621,Nucleus membrane,FALSE,NA,1,0.19047619047619047
Q00722,PLCB2,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2",5330,ENSG00000137841,NA,FALSE,NA,1.5,0
Q01970,PLCB3,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-3; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-beta-3; AltName: Full=Phospholipase C-beta-3; Short=PLC-beta-3",5331,ENSG00000149782,Membrane,TRUE,8,18,1
Q15147,PLCB4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-4",5332,ENSG00000101333,NA,FALSE,NA,1,0.047619047619047616
P51178,PLCD1,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-delta-1; AltName: Full=Phospholipase C-III; Short=PLC-III; AltName: Full=Phospholipase C-delta-1; Short=PLC-d",5333,ENSG00000187091,NA,TRUE,1,5,0.7619047619047619
Q8N3E9,PLCD3,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-delta-3; AltName: Full=Phospholipase C-delta-3; Short=PLC-delta-3",113026,ENSG00000161714,Membrane,TRUE,1,4,0.873015873015873
Q9BRC7,PLCD4,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-4",84812,ENSG00000115556,Membrane,FALSE,NA,2,0.031746031746031744
Q9P212,PLCE1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1",51196,ENSG00000138193,"Cytoplasm, cytosol",FALSE,NA,1,0.1111111111111111
P19174,PLCG1,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1; EC=3.1.4.11; AltName: Full=PLC-148; AltName: Full=Phosphoinositide phospholipase C-gamma-1; AltName: Full=Phospholipase C-II; Short=PLC-II; AltName: Full=Phospholipase C",5335,ENSG00000124181,"Cell projection, lamellipodium",TRUE,3,5,0.9365079365079365
P16885,PLCG2,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-gamma-2; AltName: Full=Phospholipase C-IV; Short=PLC-IV; AltName: Full=Phospholipase C-gamma-2; Short=PLC-gam",5336,ENSG00000197943,NA,TRUE,4,4.5,0.9047619047619048
Q4KWH8,PLCH1,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-eta-1; AltName: Full=Phospholipase C-eta-1; Short=PLC-eta-1; AltName: Full=Phospholipase C-like protein 3; Shor",23007,ENSG00000114805,Cytoplasm,FALSE,NA,4,0.8571428571428571
O75038,PLCH2,"RecName: Full=1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2; EC=3.1.4.11; AltName: Full=Phosphoinositide phospholipase C-eta-2; AltName: Full=Phosphoinositide phospholipase C-like 4; Short=PLC-L4; Short=Phospholipase C-like protein",9651,ENSG00000149527,Cytoplasm,FALSE,NA,1,0.09523809523809523
Q15111,PLCL1,Inactive phospholipase C-like protein 1,5334,ENSG00000115896,Cytoplasm,FALSE,NA,1,0.047619047619047616
Q9UPR0,PLCL2,Inactive phospholipase C-like protein 2,23228,ENSG00000154822,Cytoplasm,FALSE,NA,1,0.1111111111111111
Q9NUJ7,PLCXD1,PI-PLC X domain-containing protein 1,55344,ENSG00000182378,Cytoplasm,FALSE,NA,1,0
Q0VAA5,PLCXD2,PI-PLC X domain-containing protein 2,257068,ENSG00000240891,Nucleus,FALSE,NA,1,0.047619047619047616
Q63HM9,PLCXD3,PI-PLC X domain-containing protein 3,345557,ENSG00000182836,Cytoplasm,FALSE,NA,2,0.42857142857142855
Q86YW0,PLCZ1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase zeta-1",89869,ENSG00000139151,Nucleus,FALSE,NA,1,0.015873015873015872
Q13393,PLD1,RecName: Full=Phospholipase D1; Short=PLD 1; Short=hPLD1; EC=3.1.4.4; AltName: Full=Choline phosphatase 1; AltName: Full=Phosphatidylcholine-hydrolyzing phospholipase D1,5337,ENSG00000075651,"Cytoplasm, perinuclear region",FALSE,NA,2,0.5396825396825397
O14939,PLD2,RecName: Full=Phospholipase D2; Short=PLD 2; Short=hPLD2; EC=3.1.4.4; AltName: Full=Choline phosphatase 2; AltName: Full=PLD1C; AltName: Full=Phosphatidylcholine-hydrolyzing phospholipase D2,5338,ENSG00000129219,Membrane,FALSE,NA,1,0.4126984126984127
